user,text,date,emotion,sentiment,clean_text,preprocessed_text,nuevosentimiento,adjetivos_positivo,verbos_positivo,sustantivos_positivo,adjetivos_neutro,verbos_neutro,sustantivos_neutro,adjetivos_negativo,verbos_negativo,sustantivos_negativo
@Angelitooooooo_,yo a uds les tengo aprecio,"Jan 6, 2024 · 3:32 AM UTC",thankful,peaceful,yo a uds les tengo aprecio,aprecio,positivo,0,0,0,0,0,0,0,0,0
@byemelargo,Me acabo de dar cuenta que alguien a quien aprecio mucho me dejó de seguir en todos lados y me bloqueó de WhatsApp 💀.,"Jan 6, 2024 · 3:32 AM UTC",thankful,peaceful,Me acabo de dar cuenta que alguien a quien aprecio mucho me dej de seguir en todos lados y me bloque de WhatsApp ,acabo cuenta alguien aprecio seguir lados bloque whatsapp,positivo,0,0,2,0,0,0,0,0,1
@Adlhernandez22,3 días de incapacidad cortesía de mi jefe por haber ido todo un mes enfermo. No es mucho pero lo aprecio y claro que los tomaré. A mimir.,"Jan 6, 2024 · 3:28 AM UTC",thankful,peaceful, das de incapacidad cortesa de mi jefe por haber ido todo un mes enfermo No es mucho pero lo aprecio y claro que los tomar A mimir,incapacidad cortesa jefe haber enfermo aprecio claro tomar mimir,positivo,0,0,0,0,0,0,0,0,1
@MovingLuis,Gracias a los que se pasaron por el stream al menos un poquito. Los aprecio y gracias por los follows 🫶🏼,"Jan 6, 2024 · 3:24 AM UTC",thankful,peaceful,Gracias a los que se pasaron por el stream al menos un poquito Los aprecio y gracias por los follows ,gracias pasaron stream menos poquito aprecio gracias follows,positivo,0,0,3,0,0,2,0,0,0
@Zatchfrids,"Ya la otra semana termino Un show mas y Hora de aventura. Mis últimas palabras con respecto a estas series es que me acompañaron a finales del 2023, las aprecio más que la primera vez y pese a sus defectos, fueron lo mejor que ha sacado Cartoon Network.","Jan 6, 2024 · 3:22 AM UTC",thankful,peaceful,Ya la otra semana termino Un show mas y Hora de aventura Mis ltimas palabras con respecto a estas series es que me acompaaron a finales del  las aprecio ms que la primera vez y pese a sus defectos fueron lo mejor que ha sacado Cartoon Network,semana termino show hora aventura ltimas palabras respecto series acompaaron finale aprecio primera pese defectos mejor sacado cartoon network,positivo,1,0,0,1,0,0,1,0,0
@mme_bavarde_,La soledad es un tipo de libertad que aprecio mucho.,"Jan 6, 2024 · 3:16 AM UTC",thankful,peaceful,La soledad es un tipo de libertad que aprecio mucho,soledad tipo libertad aprecio,positivo,0,0,0,0,0,0,0,0,0
@RominaRoc330,Sino te apreciara tanto te daría un beso que te haría temblar. Como yo te aprecio mucho te lo voy a dar igual 💋,"Jan 6, 2024 · 3:16 AM UTC",thankful,peaceful,Sino te apreciara tanto te dara un beso que te hara temblar Como yo te aprecio mucho te lo voy a dar igual ,sino apreciara dara beso hara temblar aprecio igual,positivo,0,0,1,0,0,0,0,0,0
@antonellafi_,"cuando le agarro cariño a alguien y esa persona está mal, de verdad que siento muy chimbo, no me gusta que las personas que les tengo aprecio estén mal🙁","Jan 6, 2024 · 3:16 AM UTC",thankful,peaceful,cuando le agarro cario a alguien y esa persona est mal de verdad que siento muy chimbo no me gusta que las personas que les tengo aprecio estn mal,agarro cario alguien persona verdad siento chimbo gusta persona aprecio estn,positivo,0,0,5,0,0,4,0,0,4
@rochiii957,"""Abrazo sincero y cálido. Un lugar inexplicable"" ""No dudaré"" ""Siempre contar"" ""Aprecio, cariño, admiración, comodidad hermosa sin ningún defecto, sin dar explicaciones"" ""Cuidado, seguridad"" ""No abrir tu corazón a menos que el otro lo haga""..... Y aquí con muchas preguntas....","Jan 6, 2024 · 3:14 AM UTC",thankful,peaceful,Abrazo sincero y clido Un lugar inexplicable No dudar Siempre contar Aprecio cario admiracin comodidad hermosa sin ningn defecto sin dar explicaciones Cuidado seguridad No abrir tu corazn a menos que el otro lo haga Y aqu con muchas preguntas,abrazo sincero clido lugar inexplicable dudar siempre contar aprecio cario admiracin comodidad hermosa ningn defecto explicaciones cuidado seguridad abrir corazn menos haga muchas preguntas,positivo,1,0,4,0,0,2,0,0,2
@CelesteRH16,La femenil se volvió mi espacio seguro 🫂⚽️,"Jan 6, 2024 · 3:37 AM UTC",secure,peaceful,La femenil se volvi mi espacio seguro ,femenil volvi espacio seguro,positivo,0,0,1,0,0,0,0,0,0
@HOSWUALS,Estoy seguro que los ateos y los anticristianos son los que más leen la Biblia...serán felices? Creo que no duermen en paz.,"Jan 6, 2024 · 3:37 AM UTC",secure,peaceful,Estoy seguro que los ateos y los anticristianos son los que ms leen la Bibliasern felices Creo que no duermen en paz,seguro ateos anticristianos leen bibliasern felices creo duermen,positivo,0,1,1,0,1,0,0,1,0
@Lucianov02,seguro esta en el campo por eso no sube pavada,"Jan 6, 2024 · 3:37 AM UTC",secure,peaceful,seguro esta en el campo por eso no sube pavada,seguro campo sube pavada,positivo,0,0,1,0,0,0,0,0,0
@miluuxc,"qjsjs seguro la otra no le dice que es hermoso como yo le decia, pero a el le gano el orgullo y buee 🤷‍♀️","Jan 6, 2024 · 3:36 AM UTC",secure,peaceful,qjsjs seguro la otra no le dice que es hermoso como yo le decia pero a el le gano el orgullo y buee ,qjsjs seguro dice hermoso decia gano orgullo buee,positivo,0,0,1,0,0,1,0,0,0
@misokuroo,no les pasa que tienen amigos que los hacen pensar 'marico me encantas pero no estoy seguro si me encantas' ????,"Jan 6, 2024 · 3:35 AM UTC",secure,peaceful,no les pasa que tienen amigos que los hacen pensar marico me encantas pero no estoy seguro si me encantas ,pasa amigo hacen pensar marico encantas seguro encantas,positivo,0,1,1,0,0,0,0,0,0
@m54361,extraño que mi gatito se sintiera seguro solo conmigo,"Jan 6, 2024 · 3:35 AM UTC",secure,peaceful,extrao que mi gatito se sintiera seguro solo conmigo,extrao gatito sintiera seguro solo conmigo,positivo,0,0,2,0,0,1,0,0,1
@_soopphhii,"que rabia que sea tan hermoso, seguro todas le responden la historia 😤","Jan 6, 2024 · 3:34 AM UTC",secure,peaceful,que rabia que sea tan hermoso seguro todas le responden la historia ,rabia hermoso seguro toda responden historia,positivo,0,0,2,0,0,1,0,0,0
@hongteamooo,me siento r linda esto nunca pasa estaré por caer en un pozo depresivo seguro,"Jan 6, 2024 · 3:34 AM UTC",secure,peaceful,me siento r linda esto nunca pasa estar por caer en un pozo depresivo seguro,siento linda nunca pasa caer pozo depresivo seguro,positivo,1,0,2,1,0,1,1,0,1
@vxlentina21,"estoy segurisima que en algún momento todo deja de doler, por ahora no pero en algún momento seguro que si","Jan 6, 2024 · 3:34 AM UTC",secure,peaceful,estoy segurisima que en algn momento todo deja de doler por ahora no pero en algn momento seguro que si,segurisima algn momento deja doler ahora algn momento seguro,positivo,0,0,4,0,0,1,0,0,1
@MaxxiiAguirre,también tengo qe aceptar q ya no es mi lugar seguro.,"Jan 6, 2024 · 3:34 AM UTC",secure,peaceful,tambin tengo qe aceptar q ya no es mi lugar seguro,tambin aceptar lugar seguro,positivo,0,0,2,0,0,0,0,0,1
@zzshinske,t amo atsumu siempre vas a ser mi nene mi bebé mi chiquito mi protegido t amo charlie eres divino no importa lo q digan,"Jan 6, 2024 · 3:37 AM UTC",secure,peaceful,t amo atsumu siempre vas a ser mi nene mi beb mi chiquito mi protegido t amo charlie eres divino no importa lo q digan,atsumu siempre nene chiquito protegido charlie divino importa digan,positivo,0,0,1,0,0,1,0,0,1
@CarlozGuzman,"¿Cuál es la diferencia entre la soledad y el destino?  Me llamaste isla y quisiste habitarme, hacer crecer mi piel sobre tu tierra, deshacer mi invierno protegido y alumbrar el abandono elegido de la arena.  Pudiste quedarte, posar tu futuro sobre mis ruinas’","Jan 6, 2024 · 3:31 AM UTC",secure,peaceful,Cul es la diferencia entre la soledad y el destino  Me llamaste isla y quisiste habitarme hacer crecer mi piel sobre tu tierra deshacer mi invierno protegido y alumbrar el abandono elegido de la arena  Pudiste quedarte posar tu futuro sobre mis ruinas,diferencia soledad destino llamaste isla quisiste habitarme hacer crecer piel tierra deshacer invierno protegido alumbrar abandono elegido arena pudiste quedarte posar futuro ruinas,positivo,0,0,1,0,0,1,0,0,1
@bryangramirez,Ando bien protegido desde allá del cielo 🖤🫂,"Jan 6, 2024 · 3:20 AM UTC",secure,peaceful,Ando bien protegido desde all del cielo ,ando bien protegido cielo,positivo,0,0,1,1,0,1,0,0,1
@AcostaGuirado,Ando protegido desde allá en el cielo,"Jan 6, 2024 · 2:30 AM UTC",secure,peaceful,Ando protegido desde all en el cielo,ando protegido cielo,positivo,0,0,0,0,0,1,0,0,0
@yolimaytulimon,Vergonzoso que un no el de la paz haya encubierto y protegido a uno de las más grandes criminales de Latinoamérica.,"Jan 6, 2024 · 2:15 AM UTC",secure,peaceful,Vergonzoso que un no el de la paz haya encubierto y protegido a uno de las ms grandes criminales de Latinoamrica,vergonzoso encubierto protegido grandes criminales latinoamrica,positivo,0,0,0,0,0,0,0,0,0
@Edyamrdz,"""El bollo protegido por la sagrada tradición""","Jan 6, 2024 · 2:10 AM UTC",secure,peaceful,El bollo protegido por la sagrada tradicin,bollo protegido sagrada tradicin,positivo,0,0,0,0,0,0,0,0,0
@rhaenicenlt,grover mi protegido grover mi hijo,"Jan 6, 2024 · 1:57 AM UTC",secure,peaceful,grover mi protegido grover mi hijo,grover protegido grover hijo,positivo,0,0,0,0,0,0,0,0,0
@tayley_,"rosina no hizo absolutamente nada en la casa como para que la odien así y tampoco hizo nada a nivel juego como para que la banquen tanto afuera. es el síndrome marianela mirra, si aislas a alguien corres riesgo de que se vuelva un ""protegido""","Jan 6, 2024 · 1:39 AM UTC",secure,peaceful,rosina no hizo absolutamente nada en la casa como para que la odien as y tampoco hizo nada a nivel juego como para que la banquen tanto afuera es el sndrome marianela mirra si aislas a alguien corres riesgo de que se vuelva un protegido,rosina hizo absolutamente casa odien tampoco hizo nivel juego banquen afuera sndrome marianela mirra aislas alguien corres riesgo vuelva protegido,positivo,1,0,1,0,0,0,0,0,0
@quietniights,nuevo año nueva obsesión y me veo en la obligación de compartirlo cambiando mi foto de perfil a mi nuevo hombre protegido (luffy),"Jan 6, 2024 · 1:30 AM UTC",secure,peaceful,nuevo ao nueva obsesin y me veo en la obligacin de compartirlo cambiando mi foto de perfil a mi nuevo hombre protegido luffy,nuevo nueva obsesin obligacin compartirlo cambiando foto perfil nuevo hombre protegido luffy,positivo,2,0,0,0,0,0,0,0,1
@Currupipi149,"Lucia apunta:  - No llorar en directo - Luto corto - Mensaje diario sobre no insultar - No repetir q has cuidao, respetao y protegido - No subir content d drama si no estás en Bilbo - Gorra negra en dias alternos q a medio fandom no le gusta - Comer pa contentarme a mi y a Millie","Jan 6, 2024 · 1:05 AM UTC",secure,peaceful,Lucia apunta   No llorar en directo  Luto corto  Mensaje diario sobre no insultar  No repetir q has cuidao respetao y protegido  No subir content d drama si no ests en Bilbo  Gorra negra en dias alternos q a medio fandom no le gusta  Comer pa contentarme a mi y a Millie,lucia apunta llorar directo luto corto mensaje diario insultar repetir cuidao respetao protegido subir content drama est bilbo gorra negra dia alternos medio fandom gusta comer contentarme millie,positivo,0,0,0,0,0,0,0,0,0
@fontyessin,"pereza d cabalgata, en casa resguardado del frío y de la gente ✌🏽","Jan 5, 2024 · 8:28 PM UTC",secure,peaceful,pereza d cabalgata en casa resguardado del fro y de la gente ,pereza cabalgata casa resguardado gente,positivo,0,1,1,0,0,1,0,0,1
@SilvaSanFelipe,Hay que reactivar las cooperativas de seguridad y convivencia ciudadana (CONVIVIR) para hacerle frente a la delincuencia y terrorismo resguardado por @petrogustavo.,"Jan 5, 2024 · 7:16 PM UTC",secure,peaceful,Hay que reactivar las cooperativas de seguridad y convivencia ciudadana CONVIVIR para hacerle frente a la delincuencia y terrorismo resguardado por ,reactivar cooperativas seguridad convivencia ciudadana convivir hacerle frente delincuencia terrorismo resguardado,positivo,0,0,1,0,0,0,0,0,0
@Enrike_Candarab,Día 4 de enero 2024 estado: en casa resguardado xq tenemos mocos… 🤧,"Jan 5, 2024 · 12:18 AM UTC",secure,peaceful,Da  de enero  estado en casa resguardado xq tenemos mocos ,enero casa resguardado mocos,positivo,0,0,1,0,0,0,0,0,0
@dthloyal,"“Hmh. Sólo un inútil bueno para nada se quedaría resguardado en el silencio.” Una contrariedad proveniente de parte del miembro de Illusion, puesto que son los momentos silentes donde logra hallar favoritismo y por ende, consuelo en orden de organizar pesquisas mentales. »","Jan 4, 2024 · 6:13 PM UTC",secure,peaceful,Hmh Slo un intil bueno para nada se quedara resguardado en el silencio Una contrariedad proveniente de parte del miembro de Illusion puesto que son los momentos silentes donde logra hallar favoritismo y por ende consuelo en orden de organizar pesquisas mentales ,intil bueno quedara resguardado silencio contrariedad proveniente parte miembro illusion puesto momentos silentes logra hallar favoritismo ende consuelo orden organizar pesquisas mentales,positivo,0,0,1,0,0,0,0,0,0
@zagghom,"4 meses con insomnio, es increíble como todo se fue en picada por un desfortunio tan banal y un miedo tan grande resguardado en un ego rabioso o muy dañino","Jan 4, 2024 · 11:18 AM UTC",secure,peaceful, meses con insomnio es increble como todo se fue en picada por un desfortunio tan banal y un miedo tan grande resguardado en un ego rabioso o muy daino,me insomnio increble picada desfortunio banal miedo grande resguardado rabioso daino,positivo,0,0,1,0,0,0,0,0,0
@PedroRoldanMx,"El vocero de Seguridad de #Tamaulipas culpa a la migración como la causante del secuestro de 32 migrantes, en su dicho “fueron interceptados”; decide no dar detalles de la “colaboración” para el rescate; ¿dónde estuvieron? ¿Hubieron detenidos? ¿Está resguardado el lugar en Río Bravo?","Jan 4, 2024 · 3:15 AM UTC",secure,peaceful,El vocero de Seguridad de Tamaulipas culpa a la migracin como la causante del secuestro de  migrantes en su dicho fueron interceptados decide no dar detalles de la colaboracin para el rescate dnde estuvieron Hubieron detenidos Est resguardado el lugar en Ro Bravo,vocero seguridad tamaulipas culpa migracin causante secuestro migrantes dicho interceptados decide detalles colaboracin rescate dnde detenidos resguardado lugar bravo,positivo,0,0,2,0,0,0,0,0,0
@bull13red,"Palencia M.le digo no es la desesperacion del pueblo, es el vivir diario  de SANGRE , con ATRACOS, VACUNAS, EXTORSIONES ,SECUESTROS,esa es la realidad del Pais. Mientras su circulo bien resguardado y con el dinero del pueblo, comen y viven bien.","Jan 3, 2024 · 12:50 AM UTC",secure,peaceful,Palencia Mle digo no es la desesperacion del pueblo es el vivir diario  de SANGRE  con ATRACOS VACUNAS EXTORSIONES SECUESTROSesa es la realidad del Pais Mientras su circulo bien resguardado y con el dinero del pueblo comen y viven bien,palencia digo desesperacion pueblo vivir diario sangre atracos vacunas extorsiones secuestrosesa realidad pais mientras circulo bien resguardado dinero pueblo comen viven bien,positivo,1,1,0,1,1,0,1,1,0
@Vaditeijauaryu1,"Siguen tipo Campillai en el gobierno.Nada ven.Sólo preocupados de recaudar más dinero,con qué fin?Y Democracia junto a la DC apoyando a Montes.0 AC a involucrados en fundaciones,a Tohá,Jackson muy resguardado.Chile a la deriva,en manos de ineptos.","Jan 2, 2024 · 12:43 PM UTC",secure,peaceful,Siguen tipo Campillai en el gobiernoNada venSlo preocupados de recaudar ms dinerocon qu finY Democracia junto a la DC apoyando a Montes AC a involucrados en fundacionesa TohJackson muy resguardadoChile a la derivaen manos de ineptos,siguen tipo campillai gobiernonada venslo preocupados recaudar dinerocon finy democracia junto apoyando monte involucrados fundacionesa tohjackson resguardadochile derivaen manos ineptos,positivo,0,0,0,0,0,0,0,0,0
@reds00n,"este año pasamos las primeras fiestas sin mi abuelo y mi papá no es una persona muy expresiva, siempre fue bastante resguardado con sus emociones pero cuando un tio pidió un aplauso para el asador (mi viejo) le nacio decir ""lo hago como me enseño mi papá""","Jan 2, 2024 · 11:05 AM UTC",secure,peaceful,este ao pasamos las primeras fiestas sin mi abuelo y mi pap no es una persona muy expresiva siempre fue bastante resguardado con sus emociones pero cuando un tio pidi un aplauso para el asador mi viejo le nacio decir lo hago como me enseo mi pap,pasamos primeras fiesta abuelo persona expresiva siempre bastante resguardado emociones pidi aplauso asador viejo nacio decir hago enseo,positivo,0,0,2,0,0,3,0,0,2
@Biniscute,Capaz que tiene soy yo una esquizofrénica que cada vez que voy a manipular una pc o directamente mí binder me lavo super bien las manos y no dejo que alguien toque mis cosas salvo que se lave las manos o toque con cuidado cuando está todo en su lugar resguardado.,"Jan 2, 2024 · 1:38 AM UTC",secure,peaceful,Capaz que tiene soy yo una esquizofrnica que cada vez que voy a manipular una pc o directamente m binder me lavo super bien las manos y no dejo que alguien toque mis cosas salvo que se lave las manos o toque con cuidado cuando est todo en su lugar resguardado,capaz esquizofrnica cada manipular directamente binder lavo super bien manos dejo alguien toque cosas salvo lave manos toque cuidado lugar resguardado,positivo,1,0,5,0,0,2,0,0,2
@MLazcano98,No es tu culpa que yo haya confiado en ti.,"Jan 6, 2024 · 3:28 AM UTC",secure,peaceful,No es tu culpa que yo haya confiado en ti,culpa confiado,positivo,0,0,1,0,0,0,0,0,0
@clixmoderne,"Me acabo de dar la frente contra la puerta de mi cuarto, confiado en que podía ver por el pasillo si apagaba todas las luces.","Jan 6, 2024 · 3:16 AM UTC",secure,peaceful,Me acabo de dar la frente contra la puerta de mi cuarto confiado en que poda ver por el pasillo si apagaba todas las luces,acabo frente puerta cuarto confiado poda pasillo apagaba toda luce,positivo,0,0,2,0,0,1,0,0,0
@CamposNikito,Y yo confiado que era por ahi...,"Jan 6, 2024 · 3:00 AM UTC",secure,peaceful,Y yo confiado que era por ahi,confiado,positivo,0,0,1,0,0,0,0,0,0
@Fluoxetinepills,Nunca he confiado y creo que difícilmente confiaré en la gente que vende comida sin certificación.,"Jan 6, 2024 · 2:57 AM UTC",secure,peaceful,Nunca he confiado y creo que difcilmente confiar en la gente que vende comida sin certificacin,nunca confiado creo difcilmente confiar gente vende comida certificacin,positivo,1,0,3,1,0,2,1,0,2
@mandosarabia,Eso me pasa por desorganizado… Ah pero también por confiado! Para que se te vaya quitando Mandito,"Jan 6, 2024 · 2:51 AM UTC",secure,peaceful,Eso me pasa por desorganizado Ah pero tambin por confiado Para que se te vaya quitando Mandito,pasa desorganizado tambin confiado vaya quitando mandito,positivo,0,0,1,0,0,0,0,0,1
@vaalee1899,"el que vive confiado, muere traicionado","Jan 6, 2024 · 2:48 AM UTC",secure,peaceful,el que vive confiado muere traicionado,vive confiado muere traicionado,positivo,0,0,1,0,0,0,0,0,0
@michaelbg_,Cada vez más confiado de que voy a triunfar 🤗,"Jan 6, 2024 · 2:43 AM UTC",secure,peaceful,Cada vez ms confiado de que voy a triunfar ,cada confiado triunfar,positivo,0,0,2,0,0,0,0,0,0
@dannyzucaritaas,Desde que somos como 15 en Cf me siento más confiado de publicar ahora si mi verdadera personalidad 🙏,"Jan 6, 2024 · 2:30 AM UTC",secure,peaceful,Desde que somos como  en Cf me siento ms confiado de publicar ahora si mi verdadera personalidad ,siento confiado publicar ahora verdadera personalidad,positivo,0,0,3,0,0,2,0,0,2
@yohenrry1,"“En el día que temo, yo en ti confío. En Dios alabaré su palabra; en Dios he confiado; no temeré; ¿Qué puede hacerme el hombre?” (Salmo 56:3–4)","Jan 6, 2024 · 2:28 AM UTC",secure,peaceful,En el da que temo yo en ti confo En Dios alabar su palabra en Dios he confiado no temer Qu puede hacerme el hombre Salmo ,temo confo dios alabar palabra dios confiado temer puede hacerme hombre salmo,positivo,0,1,3,0,0,0,0,0,4
@HenalsSenior,Em paz me acostaré y así mismo dormiré porque solo tu Jehová me haces vivir confiado.🙏,"Jan 6, 2024 · 2:07 AM UTC",secure,peaceful,Em paz me acostar y as mismo dormir porque solo tu Jehov me haces vivir confiado,acostar mismo dormir solo jehov haces vivir confiado,positivo,0,0,3,0,0,2,0,0,1
@ledafolle,"La noche estaba apacible y fresca, pero ya asomò la lluvia 🌧🌧, ayer lloviò y cayò 28 ml. de agua lluvia. Como dicen los españoles joder joder 🤣🤣","Jan 6, 2024 · 2:20 AM UTC",secure,peaceful,La noche estaba apacible y fresca pero ya asom la lluvia  ayer llovi y cay  ml de agua lluvia Como dicen los espaoles joder joder ,noche apacible fresca asom lluvia ayer llovi agua lluvia dicen espaoles joder joder,positivo,1,0,0,0,0,0,1,0,0
@aislamient0,"Ah, ojalá poder guardar el día de hoy en un lugar de mi cabeza que pueda verlo siempre y volver a sentirme igual de apacible y feliz.","Jan 6, 2024 · 2:20 AM UTC",secure,peaceful,Ah ojal poder guardar el da de hoy en un lugar de mi cabeza que pueda verlo siempre y volver a sentirme igual de apacible y feliz,ojal poder guardar lugar cabeza pueda verlo siempre volver sentirme igual apacible feliz,positivo,1,0,3,0,0,1,1,0,1
@dthloyal,"Por primera vez, indagaciones rondan dentro de la psique del azabache. Una imperiosa sensación lo instiga a desplazarse el dorso de la extremidad contra las hileras rebeldes de su prolongada cabellera, cual crío inquieto. En medio del apacible monólogo del cobrizo, la ».","Jan 6, 2024 · 1:23 AM UTC",secure,peaceful,Por primera vez indagaciones rondan dentro de la psique del azabache Una imperiosa sensacin lo instiga a desplazarse el dorso de la extremidad contra las hileras rebeldes de su prolongada cabellera cual cro inquieto En medio del apacible monlogo del cobrizo la ,primera indagaciones rondan dentro psique azabache imperiosa sensacin instiga desplazarse dorso extremidad hileras rebeldes prolongada cabellera inquieto medio apacible monlogo cobrizo,positivo,1,0,0,0,0,0,1,0,0
@Migue_CD,"Es una día fantastico hoy, todo fluye constante y apacible.","Jan 5, 2024 · 4:06 PM UTC",secure,peaceful,Es una da fantastico hoy todo fluye constante y apacible,fantastico fluye constante apacible,positivo,1,0,0,0,0,0,1,0,0
@KevinPilay2,"Sois prontos en cometer iniquidad, pero lentos en recordar al Señor vuestro Dios. Habéis visto a un ángel; y él os habló; sí, habéis oído su voz de cuando en cuando; y os ha hablado con una voz apacible y delicada, pero habíais dejado de sentir,  1 Nefi 17:45","Jan 5, 2024 · 12:00 PM UTC",secure,peaceful,Sois prontos en cometer iniquidad pero lentos en recordar al Seor vuestro Dios Habis visto a un ngel y l os habl s habis odo su voz de cuando en cuando y os ha hablado con una voz apacible y delicada pero habais dejado de sentir   Nefi ,prontos cometer iniquidad lentos recordar seor dios habis visto ngel habl habis hablado apacible delicada habais dejado sentir nefi,positivo,1,0,1,0,0,1,1,0,1
@AlmeryzDv,"""De manera apacible, se puede sacudir el mundo"" MG","Jan 4, 2024 · 6:53 PM UTC",secure,peaceful,De manera apacible se puede sacudir el mundo MG,manera apacible puede sacudir mundo,positivo,1,0,2,0,0,1,1,0,2
@Lucrebasaglia,"Es impresionante el odio q me generan los caniches; ladran PORQUE SÍ, en cualquier situación, incluso donde reina una calma apacible. Son ratas sin rostro que no sirven para nada. No son perros, son un adefesio genético creado exclusivamente para satisfacer viejas de departamento","Jan 4, 2024 · 2:25 PM UTC",secure,peaceful,Es impresionante el odio q me generan los caniches ladran PORQUE S en cualquier situacin incluso donde reina una calma apacible Son ratas sin rostro que no sirven para nada No son perros son un adefesio gentico creado exclusivamente para satisfacer viejas de departamento,impresionante odio generan caniches ladran cualquier situacin incluso reina calma apacible ratas rostro sirven perros adefesio gentico creado exclusivamente satisfacer viejas departamento,positivo,1,0,0,0,0,0,1,0,0
@sergiotuitero,"""La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía.""   -Jim Carrey","Jan 4, 2024 · 11:51 AM UTC",secure,peaceful,La soledad es peligrosa Es muy adictiva Se convierte en un hbito cuando te das cuenta de lo tranquila y apacible que es Es como si ya no quisieras tratar con las personas porque te agotan la energa   Jim Carrey,soledad peligrosa adictiva convierte hbito cuenta tranquila apacible quisieras tratar persona agotan energa carrey,positivo,2,0,1,1,0,0,2,0,1
@juan_aranda0,"""La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía."" -Jim Carrey","Jan 4, 2024 · 11:40 AM UTC",secure,peaceful,La soledad es peligrosa Es muy adictiva Se convierte en un hbito cuando te das cuenta de lo tranquila y apacible que es Es como si ya no quisieras tratar con las personas porque te agotan la energa Jim Carrey,soledad peligrosa adictiva convierte hbito cuenta tranquila apacible quisieras tratar persona agotan energa carrey,positivo,2,0,1,1,0,0,2,0,1
@Soymariancas,"La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía.""  -Jim Carrey","Jan 4, 2024 · 10:57 AM UTC",secure,peaceful,La soledad es peligrosa Es muy adictiva Se convierte en un hbito cuando te das cuenta de lo tranquila y apacible que es Es como si ya no quisieras tratar con las personas porque te agotan la energa  Jim Carrey,soledad peligrosa adictiva convierte hbito cuenta tranquila apacible quisieras tratar persona agotan energa carrey,positivo,2,0,1,1,0,0,2,0,1
@Gabo502G,"Quiero volver a ser el yo de antes, sin preocupaciones y Feliz","Jan 6, 2024 · 3:37 AM UTC",secure,peaceful,Quiero volver a ser el yo de antes sin preocupaciones y Feliz,quiero volver preocupaciones feliz,positivo,0,1,1,0,0,1,0,0,1
@a6u27ina,Quiero recibirme ya para buscar la experiencia botinera sin preocupaciones un año y después a la vida normal (me puse a ver el  mercado de pases y una cosa lleva a la otra),"Jan 6, 2024 · 3:28 AM UTC",secure,peaceful,Quiero recibirme ya para buscar la experiencia botinera sin preocupaciones un ao y despus a la vida normal me puse a ver el  mercado de pases y una cosa lleva a la otra,quiero recibirme buscar experiencia botinera preocupaciones despus vida normal puse mercado pas cosa lleva,positivo,0,1,1,0,1,1,0,1,1
@littleapple_l,"Como amé esta semana sin preocupaciones, sin estrés, solo despertarme, desayunar, ir al gym e ir al starbucks por un café","Jan 6, 2024 · 3:20 AM UTC",secure,peaceful,Como am esta semana sin preocupaciones sin estrs solo despertarme desayunar ir al gym e ir al starbucks por un caf,semana preocupaciones estrs solo despertarme desayunar starbucks,positivo,1,0,0,1,0,0,1,0,0
@joselanyiafj_,"Mi lugar felezzzzz soy yo, con cabello limpio, oliendo rico, con dinero y sin preocupaciones. 💁🏽‍♀️","Jan 6, 2024 · 2:56 AM UTC",secure,peaceful,Mi lugar felezzzzz soy yo con cabello limpio oliendo rico con dinero y sin preocupaciones ,lugar felezzzzz cabello limpio oliendo rico dinero preocupaciones,positivo,0,0,1,0,0,0,0,0,0
@JoseLeon007,Vivir sin preocupaciones está de la vrga muy aburrido,"Jan 6, 2024 · 2:41 AM UTC",secure,peaceful,Vivir sin preocupaciones est de la vrga muy aburrido,vivir preocupaciones vrga aburrido,positivo,0,0,0,0,0,0,0,0,0
@lezequiel12,"Dejame noms sin preocupaciones y dependencias emocional ,demasiado tranquilo ando pa tumbarme denuevo 😝","Jan 6, 2024 · 2:34 AM UTC",secure,peaceful,Dejame noms sin preocupaciones y dependencias emocional demasiado tranquilo ando pa tumbarme denuevo ,dejame noms preocupaciones dependencias emocional demasiado tranquilo ando tumbarme denuevo,positivo,0,0,0,1,0,0,0,0,0
@skimt__,tirao pa atrás sin preocupaciones de na’ viviendo la vida relajao hermano,"Jan 6, 2024 · 2:23 AM UTC",secure,peaceful,tirao pa atrs sin preocupaciones de na viviendo la vida relajao hermano,tirao atrs preocupaciones viviendo vida relajao hermano,positivo,1,0,0,1,0,0,1,0,0
@marielys_rch,"quisiera cerrar los ojos y abrirlos y estar en Tucacas , sin preocupaciones 😭","Jan 6, 2024 · 1:41 AM UTC",secure,peaceful,quisiera cerrar los ojos y abrirlos y estar en Tucacas  sin preocupaciones ,quisiera cerrar ojos abrirlos tucacas preocupaciones,positivo,0,0,0,0,0,0,0,0,0
